0,18
1,18
2,14
3,19
4,16
5,21
6,21
7,14
8,12
9,11
10,12
11,22
12,16
13,16
14,22
15,14
16,23
17,18
18,20
19,19
20,22
21,14
22,19
23,21
24,17
25,12
26,19
27,19
28,23
29,24
30,19
31,16
32,16
33,16
34,19
35,12
36,22
37,13
38,23
39,17
40,31
41,16
42,20
43,18
44,12
45,24
46,14
47,19
48,19
49,24
50,15
51,17
52,23
53,17
54,22
55,13
56,16
57,17
58,18
59,18
60,14
61,21
62,25
63,19
64,18
65,21
66,20
67,11
68,22
69,15
70,17
71,26
72,17
73,18
74,29
75,19
76,15
77,24
78,20
79,21
80,17
81,18
82,16
83,14
84,16
85,17
86,17
87,14
88,17
89,23
90,17
91,17
92,16
93,19
94,21
95,16
96,19
97,19
98,20
99,25
100,18
101,14
102,17
103,23
104,17
105,15
106,19
107,16
108,16
109,22
110,21
111,16
112,17
113,16
114,15
115,23
116,20
117,22
118,22
119,16
120,14
121,19
122,22
123,16
124,16
125,28
126,21
127,21
128,20
129,16
130,19
131,22
132,22
133,19
134,24
135,15
136,18
137,21
138,20
139,16
140,11
141,17
142,14
143,20
144,18
145,18
146,15
147,19
148,16
149,22
150,24
151,17
152,17
153,19
154,13
155,22
156,22
157,16
158,18
159,17
160,15
161,14
162,19
163,19
164,14
165,16
166,17
167,23
168,15
169,23
170,13
171,17
172,23
173,17
174,19
175,14
176,24
177,17
178,26
179,20
180,20
181,15
182,17
183,17
184,20
185,22
186,21
187,19
188,15
189,16
190,26
191,21
192,19
193,13
194,21
195,16
196,15
197,20
198,21
199,15
200,26
201,21
202,20
203,21
204,13
205,22
206,12
207,15
208,12
209,17
210,16
211,17
212,21
213,12
214,17
215,12
216,17
217,20
218,17
219,23
220,17
221,21
222,25
223,21
224,15
225,18
226,15
227,21
228,21
229,16
230,18
231,21
232,19
233,23
234,25
235,17
236,11
237,15
238,19
239,17
240,19
241,25
242,22
243,18
244,17
245,16
246,18
247,16
248,14
249,16
250,22
251,25
252,22
253,18
254,23
255,20
256,13
257,19
258,16
259,18
260,20
261,10
262,17
263,16
264,13
265,24
266,14
267,11
268,13
269,13
270,29
271,21
272,19
273,13
274,13
275,18
276,20
277,17
278,18
279,20
280,26
281,17
282,16
283,20
284,16
285,16
286,19
287,13
288,17
289,18
290,21
291,19
292,18
293,12
294,11
295,22
296,19
297,12
298,15
299,15
300,17
301,18
302,11
303,18
304,20
305,17
306,15
307,9
308,16
309,19
310,12
311,19
312,21
313,18
314,19
315,18
316,17
317,19
318,14
319,19
320,15
321,19
322,16
323,19
324,22
325,14
326,18
327,13
328,19
329,20
330,17
331,19
332,18
333,20
334,14
335,15
336,24
337,22
338,21
339,17
340,26
341,25
342,22
343,27
344,17
345,19
346,16
347,16
348,13
349,10
350,18
351,20
352,19
353,14
354,16
355,20
356,18
357,16
358,24
359,13
360,20
361,16
362,20
363,19
364,18
365,12
366,20
367,15
368,16
369,16
370,21
371,15
372,20
373,20
374,12
375,21
376,21
377,16
378,21
379,18
380,12
381,14
382,17
383,23
384,12
385,17
386,20
387,12
388,18
389,24
390,17
391,13
392,9
393,20
394,18
395,16
396,22
397,21
398,18
399,19
